sampleID,DateTime,Site,Type,DOC_mgL,ions_uM,NH4_mgNL,SRP_ugL,TC_mgL,TDP_ugL,TN_mgNL,Chloride_mgL,NO3_mgNL,Sample_date,Event_date,Time,stage,Lability,ISCO_numberofbottles,Grab,Pre_Post,Temp_C,mmHG,DO_SAT,DO_mgL,SPC,SiteName,lat,lon,Location,Description,burn,trib_main,eventID,time_at_peak,Gageheight_ft,Peak_cfs,method,sampDateTime,peakDateTime
365,8/14/21 12:00,CC,ISCO,NA,NA,0.0682,43.5,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,22,yes,post,27.5,704.8,98.4,7.2,242,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
366,8/14/21 12:00,CC,ISCO,NA,NA,0.0688,45.7,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,22,yes,post,27.5,704.8,98.4,7.2,242,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
367,8/14/21 12:00,CC,ISCO,NA,NA,0.0709,357,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,22,yes,post,27.5,704.8,98.4,7.2,242,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
368,8/14/21 12:00,CC,ISCO,NA,NA,0.0455,207,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,22,yes,post,27.5,704.8,98.4,7.2,242,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
369,8/14/21 12:00,CC,ISCO,NA,NA,0.0585,318,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,22,yes,post,27.5,704.8,98.4,7.2,242,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
37,9/1/21 12:00,RV,GRAB,NA,NA,0.02745,210.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,8:59,flood,yes,NA,yes,post,NA,NA,NA,NA,NA,Round Valley,33.796406,-111.494732,"33.796406, -111.494732",below burn main stem,burned,mainstem,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
370,8/14/21 12:00,SS,ISCO,NA,NA,0.185,47.7,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
371,8/14/21 12:00,SS,ISCO,NA,NA,0.212,47.7,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
372,8/14/21 12:00,SS,ISCO,NA,NA,0.178,43.8,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
373,8/14/21 12:00,SS,ISCO,NA,NA,0.231,40.4,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
374,8/14/21 12:00,SS,ISCO,NA,NA,0.159,41.6,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
375,8/14/21 12:00,SS,ISCO,NA,NA,0.165,44.1,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
376,8/14/21 12:00,SS,ISCO,NA,NA,0.184,47.6,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
377,8/14/21 12:00,SS,ISCO,NA,NA,0.198,49.3,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
378,8/14/21 12:00,SS,ISCO,NA,NA,0.214,50,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
379,8/14/21 12:00,SS,ISCO,NA,NA,0.226,52.5,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
38,9/1/21 12:00,RC,GRAB,NA,NA,0.0881,298.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
380,8/14/21 12:00,SS,ISCO,NA,NA,0.169,436,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
381,8/14/21 12:00,SS,ISCO,NA,NA,0.141,44.5,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
382,8/14/21 12:00,SS,ISCO,NA,NA,0.14,432,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
383,8/14/21 12:00,SS,ISCO,NA,NA,0.135,404,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
384,8/14/21 12:00,SS,ISCO,NA,NA,0.131,329,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
385,8/14/21 12:00,SS,ISCO,NA,NA,0.146,295,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
386,8/14/21 12:00,SS,ISCO,NA,NA,0.116,281,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
387,8/14/21 12:00,SS,ISCO,NA,NA,0.0974,273,NA,NA,NA,NA,NA,8/14/21,8/14/21,,flood,no,21,yes,post,28.9,705.3,96.8,6.95,393.3,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,16,1:25,2.19,328,Gage height and peak are crude measurments taken from usgs graph,8/14/21 1:25,8/14/21 1:25
388,7/26/21 12:00,MW,ISCO,NA,NA,0.0746,45.05,NA,NA,NA,NA,NA,7/26/21,7/25/21,11:25,flood,no,17,yes,post,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
389,7/26/21 12:00,MW,ISCO,NA,NA,0.0363,311.5,NA,NA,NA,NA,NA,7/26/21,7/25/21,11:25,flood,no,17,yes,post,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
39,9/1/21 12:00,CC,GRAB,NA,NA,0.0627,283,NA,NA,NA,NA,NA,9/1/21,9/1/21,10:20,flood,yes,15,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
390,7/26/21 12:00,MW,ISCO,NA,NA,0.09075,381,NA,NA,NA,NA,NA,7/26/21,7/25/21,11:25,flood,no,17,yes,post,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
391,7/26/21 12:00,MW,ISCO,NA,NA,0.059,405,NA,NA,NA,NA,NA,7/26/21,7/25/21,11:25,flood,no,17,yes,post,NA,NA,NA,NA,NA,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
392,8/17/21 12:00,MW,ISCO,NA,NA,0.0607,277,NA,NA,NA,NA,NA,8/17/21,8/16/21,,flood,no,3,yes,post,28.5,703,87.7,5.25,517,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,18,23:30,3.12,750,Gage height and peak are crude measurments taken from usgs graph,8/17/21 23:30,8/16/21 23:30
393,8/17/21 12:00,MW,ISCO,NA,NA,0.06065,329.5,NA,NA,NA,NA,NA,8/17/21,8/16/21,,flood,no,3,yes,post,28.5,703,87.7,5.25,517,Mesquite Wash,33.728768,-111.511035,"33.728768, -111.511035",below burn main stem,burned,mainstem,18,23:30,3.12,750,Gage height and peak are crude measurments taken from usgs graph,8/17/21 23:30,8/16/21 23:30
394,7/26/21 12:00,SS,ISCO,NA,NA,0.1625,48.15,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:42,flood,no,10,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
395,7/26/21 12:00,SS,ISCO,NA,NA,0.1275,52.9,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:42,flood,no,10,yes,post,NA,NA,NA,NA,NA,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
396,8/19/21 12:00,SS,ISCO,NA,NA,0.222,271.5,NA,NA,NA,NA,NA,8/19/21,8/18/21,10:48,flood,no,24,no,post,25.3,701.5,98,7.57,274.6,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/19/21 17:20,8/18/21 17:20
397,8/19/21 12:00,SS,ISCO,NA,NA,0.1315,368,NA,NA,NA,NA,NA,8/19/21,8/18/21,10:48,flood,no,24,no,post,25.3,701.5,98,7.57,274.6,SS Ranch,33.753506,-111.505879,"33.753506, -111.505879 (ISCO); 33.753265, -111.506448 (sensors)",below burn main stem,burned,mainstem,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/19/21 17:20,8/18/21 17:20
398,7/31/21 12:00,BMW,ISCO,NA,NA,0.16,227,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
399,7/31/21 12:00,BMW,ISCO,NA,NA,0.335,365.5,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
40,8/18/21 15:07,CC,ISCO,NA,NA,0.09385,156.5,NA,NA,NA,NA,NA,8/18/21,8/18/21,,flood,,NA,,,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,19,17:20,11.77,7880,Gage height and peak are crude measurments taken from usgs graph,8/18/21 17:20,8/18/21 17:20
400,7/31/21 12:00,BMW,ISCO,NA,NA,0.8165,316,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
401,7/31/21 12:00,BMW,ISCO,NA,NA,0.6705,213.5,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
402,7/31/21 12:00,BMW,ISCO,NA,NA,0.549,345,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
403,7/31/21 12:00,BMW,ISCO,NA,NA,0.406,322,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
404,7/31/21 12:00,BMW,ISCO,NA,NA,0.417,264,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
405,7/31/21 12:00,BMW,ISCO,NA,NA,0.302,88.8,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
406,7/31/21 12:00,BMW,ISCO,NA,NA,0.3095,75.45,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
407,7/31/21 12:00,BMW,ISCO,NA,NA,0.242,102,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
408,7/31/21 12:00,BMW,ISCO,NA,NA,0.311,112.5,NA,NA,NA,NA,NA,7/31/21,7/31/21,10:55,flood,no,19,yes,post,26.1,707,NA,NA,470.95,Below Mesquite Wash,33.732297,-111.519353,"33.732297, -111.519353  (ISCO);  33.731558, -111.522387 (Sensors)",below burn main stem,burned,mainstem,12,0:15,1.22,67,Gage height and peak are crude measurments taken from usgs graph,7/31/21 0:15,7/31/21 0:15
409,7/26/21 12:00,RC,ISCO,NA,NA,0.1265,354,NA,NA,NA,NA,NA,7/26/21,7/25/21,8:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
410,7/26/21 12:00,RC,ISCO,NA,NA,0.1645,55,NA,NA,NA,NA,NA,7/26/21,7/25/21,8:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
411,7/26/21 12:00,RC,ISCO,NA,NA,0.149,54.1,NA,NA,NA,NA,NA,7/26/21,7/25/21,8:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
412,7/26/21 12:00,RC,ISCO,NA,NA,0.0559,50.5,NA,NA,NA,NA,NA,7/26/21,7/25/21,8:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
413,9/1/21 12:00,RC,ISCO,NA,NA,0.05475,334.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
414,9/1/21 12:00,RC,ISCO,NA,NA,0.1145,382.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
415,9/1/21 12:00,RC,ISCO,NA,NA,0.2705,361,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
416,9/1/21 12:00,RC,ISCO,NA,NA,0.0754,247.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
417,9/1/21 12:00,RC,ISCO,NA,NA,0.06175,158,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
418,9/1/21 12:00,RC,ISCO,NA,NA,0.04665,213.5,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
419,9/1/21 12:00,RC,ISCO,NA,NA,0.05865,235,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
420,9/1/21 12:00,RC,ISCO,NA,NA,0.0682,380,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
421,9/1/21 12:00,RC,ISCO,NA,NA,0.0669,288,NA,NA,NA,NA,NA,9/1/21,9/1/21,12:15,flood,yes,18,yes,post,NA,NA,NA,NA,NA,Rock Creek,33.730505,-111.508744,"33.730505, -111.508744",burned tributary,burned,tributary,20,4:45,3.57,993,Gage height and peak are crude measurments taken from usgs graph,9/1/21 4:45,9/1/21 4:45
422,7/26/21 12:00,CC,ISCO,NA,NA,0.118,371.5,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
423,7/26/21 12:00,CC,ISCO,NA,NA,0.0839,42.65,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
424,7/26/21 12:00,CC,ISCO,NA,NA,0.121,45.4,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
425,7/26/21 12:00,CC,ISCO,NA,NA,0.09905,333,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
426,7/26/21 12:00,CC,ISCO,NA,NA,0.07465,317,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
427,7/26/21 12:00,CC,ISCO,NA,NA,0.06915,246,NA,NA,NA,NA,NA,7/26/21,7/25/21,10:30,flood,no,24,yes,post,NA,NA,NA,NA,NA,Camp,33.760368,-111.502611,"33.760368, -111.502611",burned tributary,burned,tributary,11,15:00,6.4,2950,Gage height and peak are crude measurments taken from usgs graph,7/26/21 15:00,7/25/21 15:00
